world,region,country,state,tier,channel,segment,scenario,fy,quarter,month,amount,room_nights_sold,rooms_available
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2027,Q4,2027-12,156216.07,649,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2027,Q4,2027-12,134457.96,758,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2027,Q4,2027-12,165721.72,660,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2027,Q4,2027-12,164927.01,678,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2027,Q4,2027-12,137587.36,603,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2027,Q4,2027-12,133348.43,686,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2027,Q4,2027-12,143382.76,709,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2027,Q4,2027-12,135464.72,773,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2027,Q4,2027-12,172551.84,774,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2027,Q4,2027-12,148048.93,600,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2027,Q4,2027-12,127344.59,636,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2027,Q4,2027-12,174231.81,600,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2027,Q4,2027-12,120590.15,681,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2027,Q4,2027-12,136857.90,657,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2027,Q4,2027-12,134808.35,629,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2027,Q4,2027-12,155198.08,650,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2027,Q4,2027-12,151847.35,625,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2027,Q4,2027-12,133442.13,611,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2027,Q4,2027-12,132455.20,735,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2027,Q4,2027-12,159033.85,616,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2027,Q4,2027-12,163440.56,760,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2027,Q4,2027-12,139562.18,615,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2027,Q4,2027-12,154012.91,615,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2027,Q4,2027-12,181156.96,602,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2028,Q1,2028-03,156852.32,755,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2028,Q1,2028-03,138442.57,724,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,181103.94,706,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2028,Q1,2028-03,151658.71,630,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2028,Q1,2028-03,153608.28,607,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,140552.66,610,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2028,Q1,2028-03,127514.15,662,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2028,Q1,2028-03,152822.34,677,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,167398.87,683,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2028,Q1,2028-03,158259.21,755,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2028,Q1,2028-03,116488.46,640,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,183368.98,713,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2028,Q1,2028-03,140182.25,623,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2028,Q1,2028-03,118226.12,621,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,156888.15,747,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2028,Q1,2028-03,160447.75,681,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2028,Q1,2028-03,118349.30,749,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,168425.07,759,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2028,Q1,2028-03,125808.66,680,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2028,Q1,2028-03,151391.02,730,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,138931.40,705,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2028,Q1,2028-03,130031.70,770,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2028,Q1,2028-03,146302.78,653,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,136402.95,783,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2028,Q1,2028-03,158081.40,755,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2028,Q1,2028-03,151341.28,662,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,143501.84,648,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2028,Q1,2028-03,151975.47,707,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2028,Q1,2028-03,146814.04,612,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,176295.38,630,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2028,Q1,2028-03,129053.97,714,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2028,Q1,2028-03,139493.83,708,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,140191.34,683,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2028,Q1,2028-03,132981.29,747,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2028,Q1,2028-03,134293.96,741,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,157012.53,614,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2028,Q1,2028-03,146471.30,748,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2028,Q1,2028-03,127318.12,718,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,179344.92,639,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2028,Q1,2028-03,139196.23,700,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2028,Q1,2028-03,114673.57,704,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,171860.48,694,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2028,Q1,2028-03,120360.99,607,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2028,Q1,2028-03,118033.54,659,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,137946.25,789,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2028,Q1,2028-03,165229.53,604,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2028,Q1,2028-03,136956.35,776,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,143537.50,767,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2028,Q1,2028-03,159530.70,690,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2028,Q1,2028-03,156045.88,685,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,143493.83,705,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2028,Q1,2028-03,137904.62,636,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2028,Q1,2028-03,144823.71,601,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,159601.41,699,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2028,Q1,2028-03,144670.96,677,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2028,Q1,2028-03,121800.89,758,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,138437.86,767,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2028,Q1,2028-03,123781.73,634,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2028,Q1,2028-03,156639.49,643,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,152407.78,620,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2028,Q1,2028-03,157653.92,796,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2028,Q1,2028-03,121109.46,759,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,163407.73,639,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2028,Q1,2028-03,165851.50,654,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2028,Q1,2028-03,142456.67,781,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,138013.83,623,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2028,Q1,2028-03,136972.82,788,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2028,Q1,2028-03,146148.50,796,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,152601.99,659,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2028,Q1,2028-03,156081.89,662,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2028,Q1,2028-03,142672.24,604,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,183207.89,669,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2028,Q1,2028-03,161210.01,716,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2028,Q1,2028-03,129822.58,652,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,148933.81,657,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2028,Q1,2028-03,152898.10,650,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2028,Q1,2028-03,148717.91,744,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,134647.14,641,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2028,Q1,2028-03,124250.76,746,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2028,Q1,2028-03,123827.72,702,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,145602.37,758,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2028,Q1,2028-03,159993.64,699,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2028,Q1,2028-03,131515.83,666,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,142018.28,638,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2028,Q1,2028-03,147108.05,621,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2028,Q1,2028-03,139269.38,620,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2028,Q1,2028-03,151247.19,779,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2028,Q1,2028-03,156900.95,714,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2028,Q1,2028-03,122177.38,635,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2028,Q1,2028-03,162456.63,672,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2028,Q1,2028-03,163929.36,701,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2028,Q1,2028-03,117864.03,679,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2028,Q1,2028-03,141513.29,715,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2028,Q1,2028-03,154507.36,689,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2028,Q1,2028-03,152012.97,757,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2028,Q1,2028-03,157309.37,743,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2028,Q2,2028-06,121938.21,650,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2028,Q2,2028-06,139374.19,616,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,165616.19,716,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2028,Q2,2028-06,148594.63,625,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2028,Q2,2028-06,142338.68,609,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,160268.32,696,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2028,Q2,2028-06,131818.07,763,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2028,Q2,2028-06,125598.32,611,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,163683.75,603,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2028,Q2,2028-06,155120.99,624,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2028,Q2,2028-06,141716.23,714,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,177479.83,729,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2028,Q2,2028-06,145177.00,641,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2028,Q2,2028-06,119265.50,703,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,169228.73,634,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2028,Q2,2028-06,136481.19,758,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2028,Q2,2028-06,125440.04,753,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,163831.41,799,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2028,Q2,2028-06,132199.30,639,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2028,Q2,2028-06,127988.27,797,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,145944.55,776,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2028,Q2,2028-06,138982.77,657,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2028,Q2,2028-06,127374.81,799,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,134365.07,666,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2028,Q2,2028-06,159589.64,638,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2028,Q2,2028-06,148714.35,646,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,134861.90,723,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2028,Q2,2028-06,146835.77,764,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2028,Q2,2028-06,120204.05,699,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,179432.89,618,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2028,Q2,2028-06,121307.94,795,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2028,Q2,2028-06,136722.74,613,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,144607.32,680,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2028,Q2,2028-06,155269.41,602,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2028,Q2,2028-06,145063.91,783,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,132788.62,697,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2028,Q2,2028-06,140983.93,695,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2028,Q2,2028-06,133767.11,641,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,153296.28,733,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2028,Q2,2028-06,133912.07,636,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2028,Q2,2028-06,122889.91,722,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,180920.00,719,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2028,Q2,2028-06,154024.72,701,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2028,Q2,2028-06,124871.32,662,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,183708.50,765,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2028,Q2,2028-06,143024.61,655,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2028,Q2,2028-06,118301.31,629,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,145332.38,734,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2028,Q2,2028-06,150904.20,610,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2028,Q2,2028-06,152063.75,782,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,135184.10,611,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2028,Q2,2028-06,155808.55,762,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2028,Q2,2028-06,149648.52,781,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,164301.33,732,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2028,Q2,2028-06,133200.73,738,900
World,South,US,TX,Luxury,OTA,Leisure,Plan,FY2028,Q2,2028-06,117383.02,790,900
World,South,US,TX,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,139790.79,783,900
World,South,US,TX,Luxury,OTA,Business,Actual,FY2028,Q2,2028-06,160604.35,678,900
World,South,US,TX,Luxury,OTA,Business,Plan,FY2028,Q2,2028-06,133574.00,767,900
World,South,US,TX,Luxury,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,174582.98,798,900
World,South,US,TX,Premium,Direct,Leisure,Actual,FY2028,Q2,2028-06,149239.24,733,900
World,South,US,TX,Premium,Direct,Leisure,Plan,FY2028,Q2,2028-06,158535.50,712,900
World,South,US,TX,Premium,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,182022.38,619,900
World,South,US,TX,Premium,Direct,Business,Actual,FY2028,Q2,2028-06,135882.68,614,900
World,South,US,TX,Premium,Direct,Business,Plan,FY2028,Q2,2028-06,151073.21,793,900
World,South,US,TX,Premium,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,172268.31,631,900
World,South,US,TX,Premium,OTA,Leisure,Actual,FY2028,Q2,2028-06,130994.51,701,900
World,South,US,TX,Premium,OTA,Leisure,Plan,FY2028,Q2,2028-06,124769.47,798,900
World,South,US,TX,Premium,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,175688.94,761,900
World,South,US,TX,Premium,OTA,Business,Actual,FY2028,Q2,2028-06,159777.62,787,900
World,South,US,TX,Premium,OTA,Business,Plan,FY2028,Q2,2028-06,124806.41,627,900
World,South,US,TX,Premium,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,151826.33,765,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Actual,FY2028,Q2,2028-06,141856.31,700,900
World,Southeast,US,FL,Luxury,Direct,Leisure,Plan,FY2028,Q2,2028-06,137584.54,740,900
World,Southeast,US,FL,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,178024.76,773,900
World,Southeast,US,FL,Luxury,Direct,Business,Actual,FY2028,Q2,2028-06,164374.24,683,900
World,Southeast,US,FL,Luxury,Direct,Business,Plan,FY2028,Q2,2028-06,120776.10,788,900
World,Southeast,US,FL,Luxury,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,140030.98,712,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Actual,FY2028,Q2,2028-06,128006.65,666,900
World,Southeast,US,FL,Luxury,OTA,Leisure,Plan,FY2028,Q2,2028-06,129775.47,618,900
World,Southeast,US,FL,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,156680.70,735,900
World,Southeast,US,FL,Luxury,OTA,Business,Actual,FY2028,Q2,2028-06,157516.36,693,900
World,Southeast,US,FL,Luxury,OTA,Business,Plan,FY2028,Q2,2028-06,155505.03,635,900
World,Southeast,US,FL,Luxury,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,146429.23,610,900
World,Southeast,US,FL,Premium,Direct,Leisure,Actual,FY2028,Q2,2028-06,145515.99,606,900
World,Southeast,US,FL,Premium,Direct,Leisure,Plan,FY2028,Q2,2028-06,118233.18,776,900
World,Southeast,US,FL,Premium,Direct,Leisure,WhatIf_A,FY2028,Q2,2028-06,166872.18,617,900
World,Southeast,US,FL,Premium,Direct,Business,Actual,FY2028,Q2,2028-06,156474.73,714,900
World,Southeast,US,FL,Premium,Direct,Business,Plan,FY2028,Q2,2028-06,125020.93,762,900
World,Southeast,US,FL,Premium,Direct,Business,WhatIf_A,FY2028,Q2,2028-06,147137.10,739,900
World,Southeast,US,FL,Premium,OTA,Leisure,Actual,FY2028,Q2,2028-06,156408.72,706,900
World,Southeast,US,FL,Premium,OTA,Leisure,Plan,FY2028,Q2,2028-06,119084.09,666,900
World,Southeast,US,FL,Premium,OTA,Leisure,WhatIf_A,FY2028,Q2,2028-06,157264.46,703,900
World,Southeast,US,FL,Premium,OTA,Business,Actual,FY2028,Q2,2028-06,129678.49,699,900
World,Southeast,US,FL,Premium,OTA,Business,Plan,FY2028,Q2,2028-06,144028.95,789,900
World,Southeast,US,FL,Premium,OTA,Business,WhatIf_A,FY2028,Q2,2028-06,184552.72,759,900
World,West,US,CA,Luxury,Direct,Leisure,Actual,FY2028,Q3,2028-09,159829.97,719,900
World,West,US,CA,Luxury,Direct,Leisure,Plan,FY2028,Q3,2028-09,156111.65,617,900
World,West,US,CA,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q3,2028-09,156487.72,790,900
World,West,US,CA,Luxury,Direct,Business,Actual,FY2028,Q3,2028-09,129168.48,726,900
World,West,US,CA,Luxury,Direct,Business,Plan,FY2028,Q3,2028-09,135430.30,752,900
World,West,US,CA,Luxury,Direct,Business,WhatIf_A,FY2028,Q3,2028-09,143142.38,609,900
World,West,US,CA,Luxury,OTA,Leisure,Actual,FY2028,Q3,2028-09,140605.69,709,900
World,West,US,CA,Luxury,OTA,Leisure,Plan,FY2028,Q3,2028-09,153886.25,793,900
World,West,US,CA,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q3,2028-09,158033.67,647,900
World,West,US,CA,Luxury,OTA,Business,Actual,FY2028,Q3,2028-09,142333.91,766,900
World,West,US,CA,Luxury,OTA,Business,Plan,FY2028,Q3,2028-09,157355.80,753,900
World,West,US,CA,Luxury,OTA,Business,WhatIf_A,FY2028,Q3,2028-09,175933.27,682,900
World,West,US,CA,Premium,Direct,Leisure,Actual,FY2028,Q3,2028-09,164056.17,773,900
World,West,US,CA,Premium,Direct,Leisure,Plan,FY2028,Q3,2028-09,120303.13,791,900
World,West,US,CA,Premium,Direct,Leisure,WhatIf_A,FY2028,Q3,2028-09,180331.16,650,900
World,West,US,CA,Premium,Direct,Business,Actual,FY2028,Q3,2028-09,123934.80,610,900
World,West,US,CA,Premium,Direct,Business,Plan,FY2028,Q3,2028-09,154165.50,611,900
World,West,US,CA,Premium,Direct,Business,WhatIf_A,FY2028,Q3,2028-09,180256.72,766,900
World,West,US,CA,Premium,OTA,Leisure,Actual,FY2028,Q3,2028-09,143572.13,706,900
World,West,US,CA,Premium,OTA,Leisure,Plan,FY2028,Q3,2028-09,146658.38,747,900
World,West,US,CA,Premium,OTA,Leisure,WhatIf_A,FY2028,Q3,2028-09,161708.21,626,900
World,West,US,CA,Premium,OTA,Business,Actual,FY2028,Q3,2028-09,132222.01,797,900
World,West,US,CA,Premium,OTA,Business,Plan,FY2028,Q3,2028-09,114227.20,748,900
World,West,US,CA,Premium,OTA,Business,WhatIf_A,FY2028,Q3,2028-09,156187.23,719,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Actual,FY2028,Q3,2028-09,131206.24,683,900
World,Northeast,US,NY,Luxury,Direct,Leisure,Plan,FY2028,Q3,2028-09,135133.45,695,900
World,Northeast,US,NY,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q3,2028-09,174949.37,764,900
World,Northeast,US,NY,Luxury,Direct,Business,Actual,FY2028,Q3,2028-09,145544.40,707,900
World,Northeast,US,NY,Luxury,Direct,Business,Plan,FY2028,Q3,2028-09,120061.16,614,900
World,Northeast,US,NY,Luxury,Direct,Business,WhatIf_A,FY2028,Q3,2028-09,140144.19,613,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Actual,FY2028,Q3,2028-09,126301.77,604,900
World,Northeast,US,NY,Luxury,OTA,Leisure,Plan,FY2028,Q3,2028-09,117110.08,641,900
World,Northeast,US,NY,Luxury,OTA,Leisure,WhatIf_A,FY2028,Q3,2028-09,158103.78,691,900
World,Northeast,US,NY,Luxury,OTA,Business,Actual,FY2028,Q3,2028-09,126033.68,612,900
World,Northeast,US,NY,Luxury,OTA,Business,Plan,FY2028,Q3,2028-09,118473.37,793,900
World,Northeast,US,NY,Luxury,OTA,Business,WhatIf_A,FY2028,Q3,2028-09,135347.10,650,900
World,Northeast,US,NY,Premium,Direct,Leisure,Actual,FY2028,Q3,2028-09,129109.87,657,900
World,Northeast,US,NY,Premium,Direct,Leisure,Plan,FY2028,Q3,2028-09,117756.45,723,900
World,Northeast,US,NY,Premium,Direct,Leisure,WhatIf_A,FY2028,Q3,2028-09,142586.09,600,900
World,Northeast,US,NY,Premium,Direct,Business,Actual,FY2028,Q3,2028-09,131023.63,784,900
World,Northeast,US,NY,Premium,Direct,Business,Plan,FY2028,Q3,2028-09,125957.03,602,900
World,Northeast,US,NY,Premium,Direct,Business,WhatIf_A,FY2028,Q3,2028-09,134055.06,625,900
World,Northeast,US,NY,Premium,OTA,Leisure,Actual,FY2028,Q3,2028-09,128258.42,728,900
World,Northeast,US,NY,Premium,OTA,Leisure,Plan,FY2028,Q3,2028-09,126714.86,676,900
World,Northeast,US,NY,Premium,OTA,Leisure,WhatIf_A,FY2028,Q3,2028-09,150404.20,631,900
World,Northeast,US,NY,Premium,OTA,Business,Actual,FY2028,Q3,2028-09,163355.14,629,900
World,Northeast,US,NY,Premium,OTA,Business,Plan,FY2028,Q3,2028-09,127008.99,722,900
World,Northeast,US,NY,Premium,OTA,Business,WhatIf_A,FY2028,Q3,2028-09,174739.74,758,900
World,South,US,TX,Luxury,Direct,Leisure,Actual,FY2028,Q3,2028-09,127541.21,680,900
World,South,US,TX,Luxury,Direct,Leisure,Plan,FY2028,Q3,2028-09,122558.73,618,900
World,South,US,TX,Luxury,Direct,Leisure,WhatIf_A,FY2028,Q3,2028-09,173492.35,734,900
World,South,US,TX,Luxury,Direct,Business,Actual,FY2028,Q3,2028-09,132506.40,625,900
World,South,US,TX,Luxury,Direct,Business,Plan,FY2028,Q3,2028-09,150465.22,600,900
World,South,US,TX,Luxury,Direct,Business,WhatIf_A,FY2028,Q3,2028-09,183158.92,725,900
World,South,US,TX,Luxury,OTA,Leisure,Actual,FY2028,Q3,2028-09,133196.89,669,900
